0	1.7079545
1	1.6995311
2	1.7263783
3	1.7158666
4	1.7477682
5	1.7000130
6	1.7073984
7	1.7399224
8	1.7622900
9	1.7802914
10	1.7515745
11	1.7562797
12	1.7498106
13	1.7427462
14	1.7345103
15	1.7524043
16	1.7312787
17	1.7186104
18	1.7479587
19	1.7226835
20	1.7364618
21	1.7360125
22	1.7593851
23	1.7723871
24	1.7551903
25	1.7702760
26	1.7894838
27	1.7849234
28	1.7553717
29	1.7921507
30	1.8112015
31	1.8305585
32	1.7731616
33	1.7777680
34	1.8110284
35	1.8352200
36	1.8287210
37	1.8096384
38	1.8096985
39	1.8026218
40	1.8216577
41	1.8013220
42	1.7728770
43	1.7811691
44	1.7923752
45	1.8026483
46	1.8183311
47	1.8038502
48	1.8057227
49	1.8216677
50	1.8451093
51	1.8453498
52	1.8228916
53	1.8070954
54	1.8357583
55	1.8276453
56	1.8347853
57	1.8097423
58	1.8225937
59	1.8038341
60	1.8345038
61	1.8401467
62	1.8414012
63	1.8637201
64	1.8835229
65	1.8718691
66	1.9010201
67	1.8853201
68	1.9032675
69	1.9168634
70	1.9226216
71	1.9129622
72	1.9440233
73	1.9227765
74	1.9323065
75	1.9493916
76	1.9507622
77	2.0039287
78	2.0234332
79	2.0398204
80	2.0328012
81	2.0145855
82	1.9947274
83	2.0289481
84	2.0296919
85	2.0319350
86	2.0283265
87	2.0096946
88	2.0443006
89	2.0807724
90	2.1107244
91	2.0972028
92	2.1055119
93	2.1283963
94	2.1629555
95	2.1827939
96	2.2335243
97	2.2240140
98	2.2144105
99	2.2213824
100	2.2446876
101	2.2153423
102	2.2133389
103	2.2170534
104	2.2312915
105	2.2528281
106	2.2859597
107	2.2616618
108	2.3009708
109	2.2899108
110	2.2882807
111	2.3237369
112	2.3095384
113	2.3300714
114	2.3518476
115	2.3516710
116	2.3455520
117	2.3893228
118	2.4110167
119	2.4249282
120	2.4255824
121	2.4384131
122	2.4434946
123	2.4429162
124	2.4610043
125	2.4686220
126	2.4643183
127	2.4507670
128	2.4503324
129	2.4806790
130	2.4909339
131	2.4540212
132	2.4629164
133	2.4574425
134	2.4881313
135	2.4775057
136	2.4916596
137	2.5085459
138	2.4798748
139	2.5001326
140	2.5347354
141	2.5627136
142	2.5866439
143	2.6141472
144	2.6459913
145	2.6379700
146	2.6031957
147	2.6144688
148	2.6652799
149	2.7036345
150	2.7255564
151	2.7311301
152	2.7374253
153	2.7462096
154	2.7549162
155	2.8105485
156	2.8006961
157	2.7847996
158	2.7790260
159	2.8294678
160	2.8441207
161	2.8318660
162	2.8716409
163	2.8765557
164	2.8595374
165	2.8704002
166	2.8759549
167	2.8786657
168	2.8953302
169	2.9095163
170	2.9045486
171	2.9132755
172	2.9126871
173	2.9009748
174	2.9258175
175	2.9176528
176	2.9179609
177	2.9270654
178	2.9182692
179	2.9681754
180	3.0055277
181	3.0176432
182	3.0600348
183	3.0883203
184	3.1032457
185	3.0915837
186	3.0819113
187	3.0838194
188	3.1320553
189	3.1769712
190	3.2134337
191	3.2276702
192	3.2074826
193	3.2100091
194	3.2063692
195	3.1985686
196	3.2004466
197	3.2293599
198	3.2500219
199	3.2491524
200	3.2588418
201	3.2758722
202	3.3241434
203	3.3533518
204	3.3337061
205	3.3563094
206	3.3717113
207	3.3905277
208	3.3842702
209	3.3978550
210	3.4291854
211	3.4318299
212	3.4289579
213	3.4664006
214	3.4523411
215	3.4547155
216	3.4652326
217	3.4804308
218	3.4970555
219	3.4851263
220	3.5253754
221	3.5228453
222	3.5465169
223	3.5660372
224	3.5489042
225	3.5606282
226	3.6193216
227	3.6148810
228	3.5849762
229	3.5626297
230	3.5827959
231	3.5963237
232	3.6324608
233	3.6479771
234	3.6131423
235	3.6114569
236	3.6588321
237	3.6792979
238	3.6758497
239	3.6848650
240	3.6905656
